Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.31 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0862,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0862.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0863,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0863.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.32 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0864,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0864.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.43 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0865,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0865.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.29 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0866,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0866.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.08 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0867,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0867.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0868,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0868.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0869,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0869.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.34 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0870,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0870.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.35 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0871,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0871.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0872,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0872.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.97 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0873,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0873.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.45 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0874,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0874.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.36 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0875,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0875.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.07 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0876,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0876.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0877,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0877.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0878,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0878.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0879,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0879.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0880,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0880.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.75 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0881,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0881.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.44 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0882,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0882.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0883,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0883.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.82 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0884,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0884.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0885,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0885.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.68 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0886,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0886.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.62 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0887,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0887.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.40 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0888,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0888.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.41 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0889,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0889.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0890,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0890.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0891,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0891.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0892,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0892.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.71 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0893,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0893.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.02 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0894,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0894.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.79 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0895,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0895.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.96 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0896,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0896.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.97 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0897,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0897.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.49 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0898,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0898.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.98 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0899,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0899.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.98 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0900,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0900.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.86 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0901,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0901.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.94 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0902,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0902.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0903,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0903.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.81 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0904,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0904.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.02 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0905,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0905.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0906,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0906.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.85 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0907,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0907.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0908,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0908.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0909,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0909.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.42 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0910,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0910.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0911,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0911.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0912,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0912.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0913,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0913.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0914,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0914.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.46 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0915,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0915.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.33 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0916,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0916.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.81 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0917,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0917.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.80 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0918,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0918.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.99 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0919,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0919.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0919a,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0919a.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0920,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0920.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0921,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0921.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0922,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0922.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0923,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0923.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.70 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0924,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0924.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0925,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0925.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0926,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0926.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.69 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0927,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0927.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.37 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0928,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0928.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.15 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0929,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0929.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.14 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0930,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0930.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0931,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0931.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.16 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0932,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0932.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0933,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0933.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0934,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0934.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.16 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0935,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0935.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0936,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0936.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.16 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0937,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0937.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0938,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0938.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.15 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0939,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto0939.jpg
