Title,Description,Creator,Date,Source,Format,Type,Subject,Rights,Identifier,ItemType Metadate: Original Format,ItemType Metadate: Physical Dimensions
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 4.91 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0760,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.23 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0761,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.31 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0762,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.30 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0763,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0764,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 28.23 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0765,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0766,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0767,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 11.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0768,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0769,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 12.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0770,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.69 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0771,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.26 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0772,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 38.88 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0773,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 38.12 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0774,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0775,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.76 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0776,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.89 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0777,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.54 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0778,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.16 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0779,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 19.44 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0780,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 7.28 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0781,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.86 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0782,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0783,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.77 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0784,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.42 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0785,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.57 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0786,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 10.08 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0787,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 9.84 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0788,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.39 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0789,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.64 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0790,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 15.42 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0791,,
,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 27.38 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto0792,,
